Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6252,CA-2017-101147,02/12/2017,04-Dec-17,First Class,MC-17575,Matt Collins,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,$2.4,1,80.00%,($6)
4565,CA-2017-101175,09/12/2017,14-Dec-17,Standard Class,DM-12955,Dario Medina,Corporate,United States,Mesa,Arizona,85204,West,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,$100.7,6,20.00%,($1)
6170,CA-2017-101266,27/08/2017,30-Aug-17,Second Class,MM-17920,Michael Moore,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,$13.4,2,0.00%,$6
9724,CA-2017-101364,22/12/2017,26-Dec-17,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,New York City,New York,10011,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',$296.7,13,20.00%,$100
8091,CA-2017-101392,07/12/2017,13-Dec-17,Standard Class,AS-10630,Ann Steele,Home Office,United States,Seattle,Washington,98103,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,$269.4,7,0.00%,$70
8690,CA-2017-101427,26/12/2017,30-Dec-17,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",$8.0,3,20.00%,$1
6850,CA-2017-101462,20/04/2017,25-Apr-17,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",$59.9,4,0.00%,$28
428,CA-2017-101476,12/09/2017,13-Sep-17,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",$70.0,1,0.00%,$30
5195,CA-2017-101560,28/11/2017,01-Dec-17,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,$13.1,4,0.00%,$4
5193,CA-2017-101560,28/11/2017,01-Dec-17,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,$397.6,5,0.00%,$44
5196,CA-2017-101560,28/11/2017,01-Dec-17,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",$45.7,3,0.00%,$22
5194,CA-2017-101560,28/11/2017,01-Dec-17,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,$86.0,7,0.00%,$40
1575,CA-2017-101602,15/12/2017,18-Dec-17,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,$40.7,3,20.00%,($9)
1576,CA-2017-101602,15/12/2017,18-Dec-17,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",$763.3,5,30.00%,($22)
5480,CA-2017-101770,31/03/2017,04-Apr-17,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,$1.9,1,70.00%,($1)
9461,CA-2017-101833,17/11/2017,22-Nov-17,Second Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10024,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,$34.4,3,0.00%,$17
3844,CA-2017-101931,28/10/2017,31-Oct-17,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,$6.3,2,0.00%,$0
3845,CA-2017-101931,28/10/2017,31-Oct-17,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,$480.7,2,0.00%,$14
3847,CA-2017-101931,28/10/2017,31-Oct-17,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,$141.4,5,0.00%,$38
3843,CA-2017-101931,28/10/2017,31-Oct-17,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,$7.2,2,20.00%,$2
3846,CA-2017-101931,28/10/2017,31-Oct-17,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,$617.0,6,15.00%,($36)
1791,CA-2017-102008,30/09/2017,04-Oct-17,Standard Class,RA-19915,Russell Applegate,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,$48.9,1,0.00%,$24
4948,CA-2017-102085,04/10/2017,09-Oct-17,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Seattle,Washington,98115,West,OFF-LA-10002475,Office Supplies,Labels,Avery 519,$29.2,4,0.00%,$14
3401,CA-2017-102274,21/11/2017,26-Nov-17,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,$194.0,3,0.00%,$10
3402,CA-2017-102274,21/11/2017,26-Nov-17,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,$5.5,3,0.00%,$1
3400,CA-2017-102274,21/11/2017,26-Nov-17,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,$629.1,6,0.00%,$302
3399,CA-2017-102274,21/11/2017,26-Nov-17,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",$37.0,1,0.00%,$10
2367,CA-2017-102295,24/11/2017,26-Nov-17,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",$120.7,1,20.00%,($18)
7693,CA-2017-102330,29/12/2017,03-Jan-18,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,$88.8,6,0.00%,$44
7694,CA-2017-102330,29/12/2017,03-Jan-18,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,TEC-PH-10001051,Technology,Phones,HTC One,$320.0,4,20.00%,$36
9156,CA-2017-102645,23/01/2017,28-Jan-17,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,$40.1,6,0.00%,$19
6018,CA-2017-102652,06/04/2017,12-Apr-17,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,$19.4,3,0.00%,$9
6019,CA-2017-102652,06/04/2017,12-Apr-17,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,$55.5,1,0.00%,$27
6016,CA-2017-102652,06/04/2017,12-Apr-17,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,$92.0,2,0.00%,$16
6017,CA-2017-102652,06/04/2017,12-Apr-17,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,$33.1,7,0.00%,$13
4068,CA-2017-102673,01/11/2017,05-Nov-17,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-LA-10001771,Office Supplies,Labels,Avery 513,$47.8,12,20.00%,$16
4069,CA-2017-102673,01/11/2017,05-Nov-17,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,$978.8,9,20.00%,$110
4066,CA-2017-102673,01/11/2017,05-Nov-17,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,$7.5,5,20.00%,$1
4067,CA-2017-102673,01/11/2017,05-Nov-17,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000634,Office Supplies,Art,Newell 320,$10.3,3,20.00%,$1
3597,CA-2017-102869,09/09/2017,14-Sep-17,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,$15.6,3,20.00%,$5
3599,CA-2017-102869,09/09/2017,14-Sep-17,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",$17.5,3,20.00%,$5
3598,CA-2017-102869,09/09/2017,14-Sep-17,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,$64.7,6,20.00%,($5)
3600,CA-2017-102869,09/09/2017,14-Sep-17,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,$135.5,1,40.00%,($32)
3278,CA-2017-102988,05/04/2017,09-Apr-17,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,$29.0,1,0.00%,$8
3277,CA-2017-102988,05/04/2017,09-Apr-17,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,$23.0,7,0.00%,$8
3280,CA-2017-102988,05/04/2017,09-Apr-17,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10000127,Office Supplies,Art,Newell 321,$23.0,7,0.00%,$7
3281,CA-2017-102988,05/04/2017,09-Apr-17,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,"$4,164.1",5,0.00%,$83
3279,CA-2017-102988,05/04/2017,09-Apr-17,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,$13.0,2,0.00%,$6
7411,CA-2017-103058,23/07/2017,24-Jul-17,First Class,AG-10270,Alejandro Grove,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,$100.0,2,0.00%,$8
9558,CA-2017-103086,17/10/2017,19-Oct-17,Second Class,EB-14170,Evan Bailliet,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,$5.3,2,60.00%,($2)
4283,CA-2017-103100,20/12/2017,23-Dec-17,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,$3.7,1,0.00%,$2
4284,CA-2017-103100,20/12/2017,23-Dec-17,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,"$1,104.0",3,0.00%,$497
5725,CA-2017-103191,22/09/2017,27-Sep-17,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653,Central,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",$331.5,3,20.00%,($83)
8138,CA-2017-103219,09/11/2017,13-Nov-17,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,New York City,New York,10035,East,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",$56.5,9,0.00%,$21
9197,CA-2017-103310,10/05/2017,15-May-17,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,$40.0,2,0.00%,$19
9199,CA-2017-103310,10/05/2017,15-May-17,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,$41.0,6,0.00%,$11
9198,CA-2017-103310,10/05/2017,15-May-17,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,"$1,432.0",5,20.00%,$125
9200,CA-2017-103310,10/05/2017,15-May-17,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,$256.8,1,20.00%,$32
5437,CA-2017-103317,05/07/2017,08-Jul-17,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,$19.5,2,20.00%,$5
5439,CA-2017-103317,05/07/2017,08-Jul-17,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,$213.2,3,20.00%,$16
5438,CA-2017-103317,05/07/2017,08-Jul-17,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,$9.8,5,70.00%,($7)
5336,CA-2017-103331,26/08/2017,01-Sep-17,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,$3.4,1,0.00%,$2
5334,CA-2017-103331,26/08/2017,01-Sep-17,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,$10.7,4,0.00%,$4
5335,CA-2017-103331,26/08/2017,01-Sep-17,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,$17.3,3,0.00%,$8
1914,CA-2017-103366,15/01/2017,17-Jan-17,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,$150.0,5,0.00%,$66
1830,CA-2017-103373,18/05/2017,24-May-17,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,$779.8,2,40.00%,($169)
4499,CA-2017-103401,21/11/2017,26-Nov-17,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,$13.0,2,0.00%,$6
7860,CA-2017-103429,30/05/2017,01-Jun-17,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,$40.0,4,0.00%,$18
7857,CA-2017-103429,30/05/2017,01-Jun-17,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",$25.6,2,20.00%,$9
7858,CA-2017-103429,30/05/2017,01-Jun-17,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,$464.0,5,0.00%,$135
7859,CA-2017-103429,30/05/2017,01-Jun-17,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,$236.0,3,0.00%,$78
7546,CA-2017-103492,10/10/2017,15-Oct-17,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,$720.0,6,20.00%,$72
7547,CA-2017-103492,10/10/2017,15-Oct-17,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,$755.9,7,20.00%,$66
7548,CA-2017-103492,10/10/2017,15-Oct-17,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,$12.0,5,80.00%,($19)
7549,CA-2017-103492,10/10/2017,15-Oct-17,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,$0.9,1,80.00%,($2)
8381,CA-2017-103527,09/09/2017,14-Sep-17,Second Class,CC-12220,Chris Cortes,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",$10.9,3,20.00%,$3
4216,CA-2017-103590,30/11/2017,04-Dec-17,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Mount Vernon,New York,10550,East,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,$62.3,4,0.00%,$29
6579,CA-2017-103660,25/08/2017,30-Aug-17,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,"$1,007.9",7,20.00%,$76
3285,CA-2017-103702,12/09/2017,17-Sep-17,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",$63.9,7,70.00%,($47)
6530,CA-2017-103744,23/02/2017,27-Feb-17,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,$6.9,3,20.00%,$2
6531,CA-2017-103744,23/02/2017,27-Feb-17,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,$4.4,3,80.00%,($7)
7981,CA-2017-103800,03/01/2017,07-Jan-17,Standard Class,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",$16.4,2,20.00%,$6
